,GSM461176_untreated_single,GSM461177_untreated_paired,GSM461178_untreated_paired,GSM461179_treated_single,GSM461180_treated_paired,GSM461181_treated_paired,GSM461182_untreated_single
FBgn0037550,478,245,318,476,336,443,285
FBgn0037551,2110,1016,1138,1806,942,1266,1070
FBgn0051583,0,0,1,0,0,0,0
FBgn0011963,1,0,0,0,0,0,0
FBgn0011962,0,0,0,0,0,0,0
FBgn0011961,0,0,0,0,0,0,0
FBgn0011960,0,0,0,0,0,0,0
FBgn0011959,0,0,0,0,0,0,0
FBgn0001138,10,0,0,8,0,1,3
FBgn0262994,0,0,0,1,0,0,0
FBgn0262995,0,0,0,0,0,0,0
FBgn0261290,1,0,0,0,0,0,0
FBgn0037552,4694,2156,2421,4289,2016,2206,3075
FBgn0037553,531,286,325,384,258,312,524
FBgn0267111,4,2,0,12,0,4,4
FBgn0267110,0,0,0,0,0,0,0
FBgn0267109,20,14,9,19,5,6,6
FBgn0037554,1100,822,781,1237,989,1221,648
FBgn0037555,1276,770,793,936,807,1025,556
FBgn0037556,1304,690,717,1291,745,938,765
FBgn0042182,0,0,0,0,0,0,0
FBgn0064126,2,0,0,0,0,0,0
FBgn0040528,20,14,7,29,8,16,13
FBgn0260386,27,16,18,17,13,38,20
FBgn0037560,1209,496,615,1574,542,624,797
FBgn0010173,6003,3892,3942,5687,4150,5060,3459
FBgn0014861,2964,2043,2132,2739,2550,2748,2027
FBgn0037561,751,380,459,564,385,434,339
FBgn0010433,0,0,1,0,0,1,0
FBgn0265377,1,0,0,2,0,2,0
FBgn0037562,24,8,6,30,12,10,5
FBgn0037563,2,0,0,6,4,2,1
FBgn0051464,0,0,0,2,2,2,3
FBgn0051463,0,0,4,3,0,0,0
FBgn0037565,6,6,4,9,3,2,5
FBgn0037566,993,539,595,963,660,764,530
FBgn0265351,223,175,205,292,241,267,214
FBgn0265101,1196,626,821,1367,785,944,772
FBgn0037569,474,319,396,445,488,559,374
FBgn0263550,0,0,0,0,0,0,0
FBgn0037570,3,1,0,3,0,4,0
FBgn0037571,2,0,0,1,0,0,0
FBgn0037572,1,0,0,0,0,0,0
FBgn0037573,1593,1190,1384,1458,1393,1791,1268
FBgn0037574,265,138,218,189,153,192,128
FBgn0266742,3,4,1,10,9,3,0
FBgn0062412,2,5,4,3,1,4,3
FBgn0003129,3,1,5,3,2,2,1
FBgn0037576,1,0,2,3,1,0,1
FBgn0037577,0,0,0,2,0,0,0
FBgn0040529,2448,1363,1669,3294,1880,2204,1933
FBgn0004908,321,166,184,334,182,228,188
FBgn0037578,517,228,285,474,239,309,252
FBgn0037579,0,2,0,7,3,1,0
FBgn0037580,3480,2503,2830,4030,3454,4058,2596
FBgn0037581,124,84,86,153,116,125,77
FBgn0261108,1397,812,686,1210,832,865,696
FBgn0020249,1436,1133,1344,1968,1594,1920,1054
FBgn0037583,728,463,460,1288,542,618,590
FBgn0037584,31,17,14,39,16,32,11
FBgn0266801,325,239,148,614,407,491,108
FBgn0037589,2,0,0,1,0,0,0
FBgn0037590,2,0,1,2,0,0,1
FBgn0037591,0,0,2,4,1,0,0
FBgn0037592,846,510,582,656,493,516,552
FBgn0051454,14,2,4,8,12,5,11
FBgn0051259,8,4,13,5,6,6,10
FBgn0040531,0,0,0,0,0,0,0
FBgn0267135,0,0,0,0,0,0,0
FBgn0267134,1,0,0,0,0,0,0
FBgn0037594,3,1,2,4,1,1,0
FBgn0051453,1381,998,1035,1591,1218,1645,890
FBgn0051450,423,252,333,392,273,374,282
FBgn0051460,11,7,20,65,31,22,10
FBgn0265318,6,1,2,13,2,5,6
FBgn0266916,1861,1006,922,1734,1055,1180,854
FBgn0261929,6,0,0,3,1,1,0
FBgn0026399,1,0,1,3,0,0,0
FBgn0012028,0,0,0,0,0,0,0
FBgn0012027,0,0,0,0,0,0,0
FBgn0037601,2,0,0,4,1,0,0
FBgn0024326,2970,1741,1617,2713,1561,1913,1398
FBgn0037602,107,63,67,83,88,109,50
FBgn0000447,1019,629,741,1440,964,1247,569
FBgn0037603,552,362,444,496,419,469,367
FBgn0259992,3,0,1,5,4,2,0
FBgn0263231,13592,11505,9054,11762,10253,11801,7720
FBgn0086679,1312,939,1032,1239,983,1063,1086
FBgn0037606,633,385,419,473,327,422,368
FBgn0037607,7450,6016,6288,9489,9596,11782,5335
FBgn0012026,0,0,0,0,0,0,0
FBgn0012025,0,0,0,0,0,0,0
FBgn0012024,0,0,0,0,0,0,0
FBgn0037608,657,383,473,611,466,567,407
FBgn0037609,1247,760,882,1240,865,1046,844
FBgn0037610,362,254,285,312,331,364,233
FBgn0037611,140,60,74,141,72,76,77
FBgn0053325,0,0,2,0,0,0,0
FBgn0266242,0,0,0,0,0,0,0
FBgn0265158,0,0,0,0,0,0,0
FBgn0001180,15,9,11,8,4,4,2
FBgn0037613,273,149,154,267,168,237,147
FBgn0037612,0,0,0,0,0,0,0
FBgn0037614,606,334,368,500,290,447,322
FBgn0037615,11,5,3,7,1,3,3
FBgn0037616,36,18,32,43,30,29,17
FBgn0037617,483,234,313,553,279,332,299
FBgn0037618,4,3,5,5,9,7,3
FBgn0037619,210,120,162,220,142,224,160
FBgn0037620,72,41,24,68,34,38,32
FBgn0037621,1171,956,948,1029,918,1271,1023
FBgn0037622,1432,976,1018,1664,1057,1218,1018
FBgn0037623,41,32,20,39,18,22,18
FBgn0037624,30,51,47,143,60,55,71
FBgn0083971,0,0,0,0,0,0,0
FBgn0037625,0,0,0,0,0,1,1
FBgn0265159,0,0,0,0,0,0,0
FBgn0037626,13,8,5,15,6,18,1
FBgn0037627,2,0,3,1,1,2,0
FBgn0085330,0,0,0,1,0,0,1
FBgn0046874,12,3,2,7,1,2,1
FBgn0261015,265,86,99,125,47,59,100
FBgn0053191,4,1,4,2,3,5,4
FBgn0053189,9,11,7,15,6,2,4
FBgn0037630,54,29,34,67,47,46,30
FBgn0037632,10897,8138,9071,12461,11057,13607,7939
FBgn0037633,2453,1665,1673,2066,1408,1679,1297
FBgn0037634,353,254,228,305,191,223,141
FBgn0037635,479,319,332,225,158,199,274
FBgn0037636,83090,33023,29352,59545,23221,31185,15130
FBgn0262604,18,10,8,12,11,8,9
FBgn0040532,28,15,15,29,13,12,26
FBgn0037637,1168,961,1051,1675,979,1249,958
FBgn0037638,1944,1255,1392,1632,1299,1586,1428
FBgn0262614,7543,5392,4171,7594,5761,7037,3621
FBgn0011966,0,1,0,0,0,0,0
FBgn0053551,0,0,0,0,1,0,0
FBgn0264790,11,7,8,13,16,3,1
FBgn0003015,55,31,39,64,24,32,25
FBgn0037643,4781,3155,3477,4711,3345,4045,3558
FBgn0037644,1513,1121,1280,1498,1197,1670,941
FBgn0037645,6,0,3,5,7,6,4
FBgn0037646,159,64,88,14,13,20,69
FBgn0037647,714,451,533,959,517,652,500
FBgn0027503,1838,1074,959,1469,1121,1220,832
FBgn0260243,930,482,620,891,551,704,498
FBgn0037648,829,504,570,739,493,677,485
FBgn0051100,8,4,6,11,7,4,1
FBgn0037650,0,0,0,3,1,0,1
FBgn0037652,915,500,572,881,514,676,570
FBgn0026380,1861,1261,1455,2265,1935,2121,1329
FBgn0037653,1221,790,939,1180,886,1248,732
FBgn0037654,30,15,25,29,13,14,11
FBgn0037655,3557,3055,2779,2805,2652,3430,2418
FBgn0040534,422,129,174,353,201,230,186
FBgn0037656,294,174,182,311,209,236,166
FBgn0264075,1896,1078,1129,1779,1454,1626,988
FBgn0002932,500,276,284,545,276,348,293
FBgn0063298,2,0,0,0,0,1,1
FBgn0037657,2094,1323,1383,1739,1394,1634,1286
FBgn0010222,1061,838,914,669,586,802,743
FBgn0014018,5365,3507,3767,4386,3459,4237,3074
FBgn0028708,484,268,296,437,306,352,287
FBgn0037659,4394,3247,2986,3426,2617,3268,2439
FBgn0037660,853,552,560,739,638,679,445
FBgn0037661,261,164,256,322,219,242,235
FBgn0003165,12922,7824,6460,12846,8075,9248,4191
FBgn0037662,30,38,6,48,15,17,1
FBgn0266706,13,0,2,16,6,5,2
FBgn0000412,5661,3448,3270,5747,4001,4635,2676
FBgn0260935,683,516,542,620,546,586,472
FBgn0037664,5,2,8,10,13,2,3
FBgn0037665,0,0,2,1,0,0,0
FBgn0037666,2,0,0,1,0,0,0
FBgn0037667,215,126,126,298,187,170,182
FBgn0037668,3,4,5,5,2,5,1
FBgn0037669,314,134,200,297,160,190,213
FBgn0037670,282,110,137,285,119,131,113
FBgn0037671,6490,4676,5033,6538,5318,7095,4367
FBgn0037672,189,133,164,287,199,298,80
FBgn0010803,2973,1769,1906,2749,1963,2470,1673
FBgn0261241,3028,1803,1925,2938,1828,2061,1947
FBgn0037676,2,0,2,4,0,0,2
FBgn0037675,1,0,0,1,0,0,0
FBgn0037677,1,0,0,0,0,0,1
FBgn0037678,33,31,11,76,99,99,18
FBgn0037679,355,173,212,339,209,316,168
FBgn0037680,659,376,398,1199,741,877,450
FBgn0262993,204,87,75,134,55,32,73
FBgn0266410,13212,4643,4067,11195,3856,4772,3903
FBgn0086053,0,1,3,1,0,1,0
FBgn0086054,2,2,3,7,7,1,3
FBgn0263750,26,15,15,26,9,13,6
FBgn0037683,3239,2143,2935,1752,1267,1818,1979
FBgn0037684,57,66,65,41,23,46,20
FBgn0000723,4019,3028,2774,3529,2695,3398,2225
FBgn0037685,7,7,11,13,10,6,9
FBgn0083953,419,160,178,395,196,264,220
FBgn0037686,38391,21378,23932,27401,20563,24541,15528
FBgn0037687,402,293,374,467,356,451,359
FBgn0037688,453,281,244,438,264,367,246
FBgn0037689,0,0,0,0,0,0,0
FBgn0260237,0,0,0,0,0,0,0
FBgn0265201,3,3,3,4,2,5,9
FBgn0003889,12,2,9,9,4,13,2
FBgn0037690,11,6,4,12,12,5,5
FBgn0011740,1240,916,896,1214,968,1284,866
FBgn0261552,22335,11501,9429,6308,2803,3161,8832
FBgn0037696,245,129,136,275,163,171,142
FBgn0037697,9,2,7,11,2,2,4
FBgn0037698,121,24,13,145,21,15,9
FBgn0266730,1,0,0,0,2,1,1
FBgn0043791,30,24,11,18,22,21,14
FBgn0014380,2579,1298,1650,2378,1542,1952,1746
FBgn0037700,1616,782,935,1637,1060,1312,779
FBgn0267790,5672,4657,4323,5415,5483,6662,4428
FBgn0003205,4792,2991,3049,4326,3028,3746,3206
FBgn0014022,649,276,293,548,337,350,309
FBgn0014023,1009,675,738,1043,785,943,669
FBgn0037703,997,588,619,739,566,691,557
FBgn0037702,8339,5988,5418,6810,5393,6241,5526
FBgn0262180,3,1,0,4,0,0,3
FBgn0000244,1062,823,593,759,531,708,673
FBgn0037705,1055,714,556,676,466,439,459
FBgn0260722,871,381,385,896,381,423,392
FBgn0037707,1195,897,924,1031,1010,1065,804
FBgn0037708,180,83,112,209,103,136,123
FBgn0037709,459,339,445,535,332,393,392
FBgn0024833,2809,1650,1970,1936,1746,2384,1634
FBgn0027950,705,451,559,696,584,800,498
FBgn0037710,1141,521,557,1021,616,765,644
FBgn0261049,609,319,314,499,292,382,312
FBgn0037712,128,72,110,102,62,115,92
FBgn0037713,100,66,105,98,75,112,93
FBgn0037714,72,52,43,75,55,61,79
FBgn0037715,452,280,359,388,288,292,322
FBgn0027338,7270,4150,4459,5910,4382,5452,4313
FBgn0037716,832,490,529,570,531,540,327
FBgn0037717,788,561,609,990,805,1023,525
FBgn0053654,3,1,4,1,4,1,2
FBgn0037718,5809,3359,3852,3984,3026,3781,3407
FBgn0037719,1100,582,683,765,515,746,544
FBgn0037720,2470,1855,1617,2095,1843,2100,1464
FBgn0037721,10,6,6,17,14,12,11
FBgn0037722,632,332,377,503,340,413,345
FBgn0005585,37542,24420,28256,38569,31777,41884,21323
FBgn0037723,62,29,41,83,37,50,21
FBgn0266413,0,1,3,1,0,0,0
FBgn0003334,3036,2280,1997,2450,1886,2409,1695
FBgn0012344,12,10,11,12,8,3,5
FBgn0037724,2,2,3,0,3,0,3
FBgn0037726,24,19,15,29,15,23,17
FBgn0263389,0,0,0,1,0,0,0
FBgn0037727,4,0,5,7,6,6,3
FBgn0037728,7005,3326,4119,7498,4769,5886,4629
FBgn0028997,412,210,276,452,262,378,274
FBgn0037730,28,17,11,25,16,23,13
FBgn0069242,1028,349,500,1019,511,661,651
FBgn0037731,0,0,0,0,0,1,0
FBgn0260463,0,11,15,0,11,15,0
FBgn0053105,0,0,0,0,0,0,0
FBgn0052939,0,0,0,0,0,1,0
FBgn0051352,621,333,354,850,559,665,297
FBgn0037734,1446,1339,1271,1315,1171,1510,1145
FBgn0016792,2292,1277,1152,1988,1090,1242,1322
FBgn0263477,10,1,0,7,2,0,2
FBgn0002431,12720,7661,7096,11596,7727,7650,7614
FBgn0262477,4,1,0,3,3,0,1
FBgn0003886,412,412,428,669,756,1067,470
FBgn0037736,7,6,4,32,10,16,4
FBgn0037737,573,297,308,622,242,359,293
FBgn0085438,157,76,119,72,72,75,89
FBgn0051415,30,37,25,22,9,24,18
FBgn0037739,510,294,307,777,545,661,265
FBgn0005777,3059,1722,1756,2797,1655,2145,1736
FBgn0037741,630,432,446,624,489,509,405
FBgn0037742,157,118,106,198,150,174,113
FBgn0037743,1040,620,625,1091,662,855,610
FBgn0037744,882,536,675,1052,781,857,530
FBgn0266720,2307,1429,1412,1959,1387,1725,1349
FBgn0037746,1098,668,750,1151,783,1064,733
FBgn0024330,696,445,384,567,451,518,384
FBgn0037747,535,342,414,736,491,582,438
FBgn0037749,643,393,460,572,446,508,399
FBgn0037750,551,439,403,494,409,493,387
FBgn0037751,322,210,256,260,270,307,246
FBgn0261599,67595,22716,25722,50326,22330,24773,27795
FBgn0086663,5,1,1,7,3,3,2
FBgn0051514,77,44,52,108,46,36,59
FBgn0037753,47,15,31,40,26,26,32
FBgn0002868,407,132,162,85,36,53,257
FBgn0037754,859,444,406,166,98,112,659
FBgn0037755,1107,608,688,1103,572,658,826
FBgn0037756,6711,3327,3956,6203,3561,4628,3346
FBgn0037757,2368,1504,1549,2487,2125,2529,1341
FBgn0037758,2543,1835,1999,2142,1898,2210,1763
FBgn0037759,437,342,378,554,468,657,355
FBgn0037760,4498,3009,2495,3294,2259,2637,2431
FBgn0264827,1,0,1,3,1,0,0
FBgn0037761,0,0,0,0,1,0,0
FBgn0037762,1,0,0,0,0,0,0
FBgn0037763,1,0,0,0,0,0,0
FBgn0037764,1,0,0,3,1,0,0
FBgn0037765,0,0,0,1,1,1,0
FBgn0262104,22,14,10,20,16,14,3
FBgn0267440,3,0,1,4,1,2,0
FBgn0085331,0,0,0,0,0,0,0
FBgn0262105,0,0,0,0,1,0,0
FBgn0037766,6,3,1,2,0,1,4
FBgn0267336,3447,2285,1629,1994,1297,1567,919
FBgn0266389,2,4,0,3,0,0,0
FBgn0037770,1795,1093,1083,1509,1055,1364,1140
FBgn0045473,0,0,0,1,2,0,1
FBgn0037772,9,6,4,7,1,4,4
FBgn0037773,195,91,135,174,128,170,139
FBgn0053208,4664,3366,2808,3857,3092,3536,2350
FBgn0051407,1,0,0,3,0,0,0
FBgn0027524,418,301,285,500,366,416,353
FBgn0037777,114,59,58,96,47,67,61
FBgn0037778,279,158,123,292,201,226,159
FBgn0037779,900,538,501,612,503,553,476
FBgn0037780,743,464,490,646,479,682,388
FBgn0037781,138,81,109,137,79,111,121
FBgn0265081,0,1,1,0,0,0,0
FBgn0051410,0,0,0,0,0,0,0
FBgn0037782,0,0,0,0,0,0,1
FBgn0037783,1,0,0,4,2,0,0
FBgn0266732,0,0,0,1,0,0,0
FBgn0053629,0,0,0,0,0,0,0
FBgn0053630,0,0,1,0,0,0,0
FBgn0053631,3,1,0,1,1,1,0
FBgn0053783,1,0,0,0,0,0,0
FBgn0053784,0,0,0,2,0,1,0
FBgn0041105,5,5,0,4,4,2,2
FBgn0037786,0,0,0,2,0,0,0
FBgn0266414,32,35,20,22,10,10,13
FBgn0262378,1,0,1,1,0,0,0
FBgn0263413,287,142,103,229,99,128,171
FBgn0262419,0,0,0,0,0,0,0
FBgn0262459,0,0,0,0,0,0,0
FBgn0028734,7399,5293,4400,7033,5279,6167,4564
FBgn0037788,299,203,201,272,167,197,65
FBgn0266721,5,2,0,5,6,4,3
FBgn0051477,58,39,40,148,68,79,32
FBgn0001321,7,1,1,10,0,11,0
FBgn0267705,1,0,0,1,0,0,0
FBgn0004889,3596,2102,2085,3971,2339,2729,2206
FBgn0037792,1293,755,802,1264,874,941,835
FBgn0261817,1,0,0,1,1,1,0
FBgn0086359,415,350,326,520,376,474,369
FBgn0085332,0,0,0,2,0,0,0
FBgn0037794,558,261,264,582,279,334,254
FBgn0040238,3190,2375,2212,4074,2856,3541,2517
FBgn0037796,2,0,3,2,3,3,1
FBgn0004575,11,1,2,8,1,2,1
FBgn0025879,7,20,12,13,11,10,6
FBgn0037797,2,4,2,1,0,7,1
FBgn0037798,0,0,0,0,0,0,1
FBgn0083943,2,0,0,0,0,0,0
FBgn0261928,20,6,7,13,4,4,4
FBgn0037801,15,10,12,11,9,18,6
FBgn0037802,209,102,92,142,92,106,102
FBgn0040078,1386,986,1123,1479,1285,1564,1198
FBgn0262617,2253,1638,1386,2065,1635,2068,1207
FBgn0011970,0,0,0,0,0,0,0
FBgn0037807,8343,5891,6675,8651,7299,8347,7144
FBgn0266717,16824,12289,10375,14983,11115,11675,11391
FBgn0037809,364,184,180,334,172,225,146
FBgn0037810,7964,4621,4041,8588,4522,5329,4482
FBgn0037811,32,5,3,40,2,2,25
FBgn0037812,20,10,9,33,16,26,10
FBgn0051406,0,0,3,2,0,2,1
FBgn0015396,2370,1470,1493,2937,1857,1928,1563
FBgn0020379,1046,816,765,871,678,824,613
FBgn0266243,1,0,0,1,2,0,1
FBgn0259938,2551,1697,1392,1887,1161,1586,1145
FBgn0045443,2,0,2,9,0,0,0
FBgn0037814,1093,643,601,1118,836,892,604
FBgn0262223,0,0,0,0,0,0,0
FBgn0262420,0,0,0,0,0,0,0
FBgn0024957,1940,1721,1751,2055,1812,2195,1413
FBgn0037815,334,182,208,331,213,268,201
FBgn0037816,45,30,33,41,34,36,30
FBgn0037817,60,20,30,95,37,59,37
FBgn0266244,0,0,0,1,0,0,0
FBgn0266260,3,0,0,6,1,0,0
FBgn0267136,1,0,1,2,0,2,0
FBgn0001235,12,3,1,7,6,1,1
FBgn0263547,0,0,0,0,0,0,0
FBgn0264788,6,0,2,9,0,0,0
FBgn0037818,0,0,0,3,0,0,0
FBgn0037819,3,0,0,0,0,4,1
FBgn0265161,2,0,2,3,0,0,0
FBgn0262717,5,5,0,6,2,0,1
FBgn0020385,456,326,378,331,237,363,265
FBgn0037822,1915,950,1123,1649,1066,1359,980
FBgn0051391,5,4,0,7,4,2,2
FBgn0051467,61,28,50,52,24,35,39
FBgn0037824,15,10,10,18,19,18,20
FBgn0051278,132,92,96,141,102,114,93
FBgn0051373,3,0,0,0,0,0,0
FBgn0037826,2,0,0,2,0,0,0
FBgn0037827,0,0,0,1,0,0,0
FBgn0037828,0,0,0,1,0,0,0
FBgn0004841,5,0,1,2,0,3,1
FBgn0037829,3,0,0,2,0,0,1
FBgn0051272,1,1,3,2,3,0,2
FBgn0266371,0,0,0,0,0,0,0
FBgn0051390,433,272,250,468,313,334,251
FBgn0266372,3,0,0,3,0,0,0
FBgn0037831,999,558,555,845,453,512,607
FBgn0010421,607,272,324,517,370,389,324
FBgn0266446,9,8,6,5,9,6,5
FBgn0266451,1,0,0,0,0,0,0
FBgn0266448,2,1,1,0,0,0,0
FBgn0037832,7,1,4,2,2,4,9
FBgn0261356,3,2,0,3,2,0,2
FBgn0261380,717,424,424,677,376,516,425
FBgn0260944,1190,650,830,1400,1013,966,887
FBgn0037834,2683,1885,1950,2660,2357,2701,2062
FBgn0017577,2150,1535,1609,2690,2124,2420,1683
FBgn0037835,0,0,0,2,2,0,0
FBgn0037836,9,0,6,9,2,0,1
FBgn0037837,6,0,0,14,0,2,8
FBgn0037838,164,103,137,195,146,184,121
FBgn0261053,148,91,109,207,193,191,98
FBgn0259740,1043,561,668,2120,997,1298,727
FBgn0037841,11,11,4,35,13,5,6
FBgn0037842,542,325,352,464,332,432,264
FBgn0037843,3043,1586,1544,2722,1723,2184,1767
FBgn0037844,409,259,254,564,472,513,235
FBgn0037845,7,4,6,20,11,12,7
FBgn0037846,138,73,96,158,111,124,109
FBgn0267376,580,363,363,407,321,353,350
FBgn0037848,1007,710,782,1334,1005,1158,788
FBgn0011768,3025,2433,2671,3086,3033,3596,2288
FBgn0037849,5,4,5,7,10,6,8
FBgn0022359,110,44,81,106,88,109,40
FBgn0266705,9,3,2,18,9,14,2
FBgn0037850,479,361,403,752,588,743,337
FBgn0037852,1353,824,865,1519,1113,1407,657
FBgn0037853,2970,1774,1837,2865,1898,2629,1363
FBgn0037856,761,573,546,962,658,835,547
FBgn0042094,308,181,168,164,93,106,168
FBgn0037855,1094,757,703,981,795,1021,629
FBgn0267137,3,4,4,3,1,3,2
FBgn0267138,7,9,2,6,0,5,0
FBgn0037857,0,0,0,1,0,0,0
FBgn0267121,1,0,0,2,0,0,0
FBgn0083950,16,5,12,15,2,3,3
FBgn0267671,1,0,1,1,0,0,0
FBgn0266245,1,0,0,3,0,0,0
FBgn0263403,7,0,0,19,0,1,0
FBgn0267139,0,1,2,3,0,2,1
FBgn0037860,2,0,0,0,0,0,0
FBgn0040256,188,136,133,189,124,132,111
FBgn0037862,3,2,2,4,1,0,1
FBgn0261291,0,0,0,3,0,0,0
FBgn0040251,904,521,462,1140,512,710,416
FBgn0040257,41,15,18,27,15,8,23
FBgn0040259,3945,2543,2649,3863,2624,3328,1837
FBgn0027584,26,5,7,23,0,16,3
FBgn0040253,4,1,3,5,6,0,1
FBgn0040255,9,6,2,9,2,4,2
FBgn0026314,5,2,3,5,6,0,2
FBgn0026315,2634,1470,1529,2368,1288,1512,1550
FBgn0040250,215,138,150,262,132,147,131
FBgn0040252,85,25,40,67,23,37,30
FBgn0037870,3,3,2,2,2,6,0
FBgn0261808,1063,612,672,538,319,459,541
FBgn0037873,1252,954,1176,1680,1304,1687,1062
FBgn0037874,30084,20107,24970,26632,20079,25630,18965
FBgn0037875,1232,1075,997,1245,1235,1541,1055
FBgn0086472,51318,29886,40811,43652,35216,44144,31817
FBgn0037876,234,127,140,202,198,226,110
FBgn0037877,683,438,502,679,515,677,419
FBgn0037878,2242,1363,1479,1964,1569,1854,1257
FBgn0020910,46095,42556,49617,38445,45266,58105,41430
FBgn0086055,0,0,0,0,0,0,0
FBgn0051144,0,0,0,1,0,0,0
FBgn0086056,0,0,0,0,0,0,0
FBgn0065064,63,33,12,63,38,28,38
FBgn0086057,6,2,1,7,0,0,4
FBgn0037879,5,6,15,6,11,14,9
FBgn0037880,234,192,219,288,254,332,175
FBgn0037881,1602,1220,1301,1383,1196,1670,1095
FBgn0037882,400,269,273,368,316,410,196
FBgn0037883,138,90,113,147,68,107,106
FBgn0037884,1775,1173,1328,1222,1063,1271,1421
FBgn0037885,226,130,182,260,159,284,172
FBgn0051441,200,140,181,232,164,209,171
FBgn0051388,260,122,183,240,125,221,146
FBgn0037888,3,5,3,0,0,0,1
FBgn0037889,4,3,2,2,2,5,4
FBgn0037890,972,672,752,1147,748,868,816
FBgn0037891,2314,2372,2169,2244,2494,2863,2342
FBgn0262972,13,2,0,10,0,0,0
FBgn0051386,4,0,1,0,0,0,0
FBgn0266415,2,0,0,0,0,0,0
FBgn0004595,115,78,59,128,105,110,31
FBgn0267672,1,0,0,0,2,0,0
FBgn0026064,0,0,0,0,0,0,0
FBgn0026063,0,0,0,0,0,0,0
FBgn0267673,1,0,0,2,1,0,0
FBgn0267674,0,0,0,1,1,0,0
FBgn0037892,423,222,308,418,268,392,213
FBgn0264694,2115,1062,1226,2029,1226,1532,937
FBgn0011774,1141,690,844,1083,848,1096,612
FBgn0263480,2,0,0,1,0,0,0
FBgn0037894,3014,1926,2160,2933,2436,2704,2147
FBgn0037895,4,0,6,3,3,4,1
FBgn0267236,2,0,0,3,0,0,0
FBgn0037896,100,84,66,177,131,169,60
FBgn0037897,1963,1558,1357,1750,1303,1602,1355
FBgn0037898,41,11,10,48,28,44,19
FBgn0037899,6027,3970,4493,4301,3040,4214,2531
FBgn0037900,576,398,471,444,443,440,382
FBgn0037901,925,649,645,1118,923,1055,556
FBgn0037902,127,96,116,146,158,158,82
FBgn0051374,34,25,13,31,17,22,13
FBgn0046225,468,293,327,485,332,460,215
FBgn0263520,0,5,1,1,0,0,0
FBgn0037906,79,57,63,77,89,72,47
FBgn0267141,1,1,2,0,1,0,0
FBgn0037908,0,0,3,2,1,0,0
FBgn0053512,4,0,0,2,2,0,0
FBgn0266416,1,0,0,1,0,0,0
FBgn0037910,0,0,2,2,3,0,0
FBgn0037911,391,232,212,393,285,310,257
FBgn0037912,66,20,16,35,7,15,15
FBgn0037913,1238,571,730,1530,895,853,929
FBgn0263316,7761,5438,5086,6855,4849,5549,5355
FBgn0037915,130,92,89,158,113,119,107
FBgn0037916,92,45,60,78,51,72,68
FBgn0037917,1600,885,1020,1089,714,968,818
FBgn0037918,2104,1576,1463,1863,1544,2038,1424
FBgn0051363,11590,6391,5777,21464,12010,15386,7213
FBgn0037920,256,118,131,219,144,206,132
FBgn0037921,61,39,44,60,46,49,44
FBgn0037922,1,2,1,4,3,3,2
FBgn0037923,61,36,34,92,49,68,49
FBgn0042205,112,61,53,103,48,95,59
FBgn0037924,2193,1223,1165,1644,1217,1458,1151
FBgn0262081,11241,7814,6685,14066,10052,11582,7004
FBgn0264986,32,20,20,48,28,35,30
FBgn0037926,3100,2547,2428,3590,2801,3338,2361
FBgn0259227,6141,4661,3926,5904,4666,5897,4643
FBgn0037930,4663,2475,3045,4542,3028,3817,2510
FBgn0037931,739,487,428,654,525,586,392
FBgn0011290,1357,646,755,1133,822,1036,734
FBgn0037933,431,222,260,416,219,291,274
FBgn0037934,155,92,75,133,91,72,87
FBgn0037935,65,50,39,34,16,17,18
FBgn0037936,8,9,7,4,3,8,3
FBgn0042110,6,0,3,15,6,2,4
FBgn0037937,12,12,15,12,11,4,7
FBgn0265271,25,34,20,30,23,18,24
FBgn0037939,7,0,2,6,6,4,5
FBgn0267675,2,0,0,2,0,0,0
FBgn0025821,0,2,0,2,0,0,0
FBgn0037940,0,0,1,1,0,0,1
FBgn0037941,7,2,3,8,4,6,1
FBgn0037942,489,246,330,505,389,508,349
FBgn0002906,1272,659,710,934,598,718,669
FBgn0037943,1072,652,764,911,666,844,701
FBgn0037944,1847,1216,1110,1381,1245,1465,1087
FBgn0262364,45,22,12,53,11,18,18
FBgn0017581,58817,34927,32015,45971,30353,40681,24677
FBgn0265276,181,101,78,578,317,370,73
FBgn0267155,1,2,0,1,0,2,0
FBgn0037949,743,506,403,572,429,392,385
FBgn0037950,33,14,19,32,16,19,17
FBgn0025802,2881,1866,1856,2618,2019,2037,1808
FBgn0051116,249,164,186,412,287,339,172
FBgn0259139,5272,2975,2971,4548,3111,3574,2711
FBgn0019624,4123,3262,3676,3982,4143,4692,3388
FBgn0037955,1317,884,949,1220,859,1222,804
FBgn0037956,26,12,21,7,8,12,7
FBgn0003312,6,3,0,2,3,4,1
FBgn0037958,829,518,557,805,610,728,602
FBgn0051368,1722,1220,1126,1860,1377,1503,994
FBgn0037960,551,331,310,634,384,436,385
FBgn0037962,0,0,3,5,0,0,1
FBgn0037963,2104,1296,1263,2424,1643,1851,1377
FBgn0085336,0,0,0,1,0,0,1
FBgn0037964,4,6,0,5,2,4,1
FBgn0051211,2656,1876,1694,2137,1769,2232,1382
FBgn0013275,3,8,5,2,4,9,0
FBgn0013276,11,2,4,3,10,5,0
FBgn0260741,294,210,255,315,241,320,186
FBgn0000147,539,380,500,806,644,711,415
FBgn0260742,3576,2310,2259,3405,2231,2911,1926
