GENEID	Length
FBGN0264832	314
FBGN0037556	2815
FBGN0262005	508
FBGN0267104	818
FBGN0041707	1148
FBGN0263554	126
FBGN0267761	1084
FBGN0037225	2165
FBGN0004510	1858
FBGN0038076	1651
FBTI0061577	46
FBTI0064294	50
FBGN0051140	7622
FBGN0266697	440
FBTI0061513	242
FBGN0039366	1978
FBGN0264430	655
FBGN0025571	3112
FBTI0062854	433
FBGN0039347	3425
FBGN0058182	291
FBGN0267918	710
FBTI0020352	342
FBGN0086704	2297
FBTI0062098	251
FBGN0085465	853
FBGN0038186	688
FBGN0011905	72
FBGN0039453	749
FBTR0309573_DF_NRG	23
FBGN0037391	2760
FBGN0038829	1916
FBGN0083049	137
FBGN0038123	971
FBGN0000454	2102
FBGN0039348	2476
RR48349_TRANSPOSABLE_ELEMENT	6453
FBGN0266407	411
FBGN0037215	3247
FBGN0286204	4569
FBGN0283555	59
FBGN0037538	1488
FBTI0020385	2578
FBGN0259917	1076
FBGN0037999	1393
FBGN0027657	1805
FBGN0037862	2566
FBGN0038909	1582
FBGN0038127	935
FBTI0019368	324
FBGN0039405	814
FBGN0053207	5086
FBGN0039467	2708
FBGN0267661	1924
FBGN0260760	1095
FBGN0020912	3571
FBGN0004606	6915
FBGN0038771	1190
FBTI0019456	1406
FBGN0051269	937
FBGN0263118	2411
FBGN0037992	1459
FBTR0472759_DF_NRG	22
FBGN0039482	901
FBGN0002629	759
FBGN0037671	1468
FBGN0051345	984
FBGN0039324	1442
FBGN0267807	683
FBGN0037661	1121
FBGN0051327	2719
FBGN0083050	138
FBTI0063778	126
FBGN0039038	1778
FBGN0039568	1053
FBGN0039818	2764
FBGN0038673	762
FBGN0037548	1879
FBGN0039408	1432
FBGN0037506	1426
FBGN0283546	60
FBGN0028837	1203
FBGN0260794	11869
FBGN0039811	514
FBGN0262576	897
FBTI0060429	35
FBTI0062139	569
FBTI0061873	171
FBGN0285993	215
FBGN0266464	3521
FBGN0037622	3092
FBTI0019458	9099
FBGN0267565	943
FBGN0037798	1060
FBTI0019420	428
FBGN0039151	2212
FBGN0086472	857
FBGN0085336	718
FBGN0264896	1122
FBGN0038945	856
FBGN0082831	6730
FBGN0040608	715
FBGN0043457	1517
FBGN0037223	1074
FBGN0039740	1631
FBGN0038617	2167
FBGN0037845	1369
FBGN0262587	784
FBTI0019314	7220
FBGN0270928	7098
FBGN0038397	5379
FBGN0267152	295
FBGN0039518	2842
FBGN0040252	2032
FBGN0038365	1270
FBGN0037749	956
FBGN0285911	2741
FBTI0019338	4579
FBGN0266738	261
FBGN0037290	1116
FBGN0002626	796
FBTI0061786	24
FBGN0067782	1327
FBGN0037411	1381
FBGN0040227	2012
FBGN0038775	1591
FBGN0051205	1020
FBGN0038447	2200
FBGN0038438	1390
FBGN0039068	1091
FBGN0015230	1711
FBGN0046225	3785
FBGN0003358	907
FBGN0262588	777
FBGN0024289	1387
FBGN0015625	2883
RR46410_TRANSPOSABLE_ELEMENT	3403
FBGN0266175	3725
FBGN0267195	601
FBGN0053346	1096
FBGN0037916	2601
FBTI0020332	419
FBTI0062535	101
FBGN0038601	1414
FBGN0038271	1632
FBGN0051105	1851
FBGN0064912	1184
FBGN0015737	2360
FBGN0039448	893
FBGN0038702	1586
FBGN0039565	1718
FBGN0027524	1102
FBTI0061018	81
FBTI0059850	51
FBGN0263406	897
FBGN0003507	5831
FBGN0015572	1749
FBGN0042106	1723
FBGN0262003	448
FBGN0039471	1091
FBGN0086060	115
FBTI0020298	1492
FBGN0003525	3064
FBGN0015229	2050
FBGN0283499	11367
FBGN0267148	558
FBGN0039490	2601
FBGN0037384	1635
FBGN0265082	18664
FBTI0019350	5520
FBGN0037239	1788
FBGN0053658	546
FBGN0051413	1782
FBGN0039686	1471
FBGN0051313	793
FBGN0039698	1130
FBGN0037553	2043
FBGN0039754	2318
FBTI0063269	101
FBGN0038173	1737
FBGN0265419	1245
FBTI0019326	4699
FBGN0051125	1450
FBGN0039829	1167
FBGN0010328	6332
FBGN0038515	1850
FBGN0039776	2248
FBGN0019957	1618
FBGN0000150	727
FBGN0038047	1623
FBGN0002645	6046
FBGN0004436	2166
FBGN0069242	946
FBGN0263388	796
FBGN0267722	532
FBGN0083946	2859
FBGN0038381	1645
FBGN0051373	721
FBGN0025821	887
FBGN0044823	1748
FBTI0062454	50
FBGN0086061	92
FBGN0039472	1052
FBGN0040687	409
FBGN0038188	1110
FBGN0038575	1744
FBGN0053108	1100
FBGN0051174	721
FBGN0267810	3029
FBGN0039059	810
FBGN0001280	740
FBGN0016917	5210
FBGN0051087	1458
FBGN0039339	2563
FBTI0061896	49
FBGN0038038	1576
FBGN0267953	1356
FBTI0019282	7355
FBGN0039040	1076
FBGN0038250	1185
FBGN0039039	3356
FBGN0038056	1694
FBTI0063801	34
FBTI0062520	292
FBGN0038676	5461
FBGN0262367	68
FBGN0083039	138
FBGN0039009	2504
FBTI0019425	5019
FBGN0004118	4018
FBGN0038001	914
FBGN0026190	1882
FBGN0051050	514
FBTI0060383	156
FBGN0003889	1841
FBTI0063766	44
FBGN0051550	3357
FBGN0038356	437
FBGN0038069	1379
FBTI0062420	689
FBGN0262006	464
FBTR0304218_DF_NRG	24
FBGN0027865	3343
FBGN0266451	1020
FBTI0019395	1406
FBGN0262223	91
FBTI0061757	388
FBTI0061079	196
RR48326_TRANSPOSABLE_ELEMENT	7437
FBGN0286507	1328
FBGN0037672	1428
FBGN0038846	987
FBGN0051167	82
FBGN0038371	1370
FBGN0287587	562
FBTI0019363	428
FBGN0045471	1161
FBGN0039771	853
FBGN0039544	3250
FBGN0051568	73
FBGN0263750	2964
FBGN0039846	3127
FBGN0010247	3112
FBGN0261380	1356
FBGN0037762	933
FBGN0266748	229
FBGN0038285	756
FBGN0039576	503
FBGN0040588	835
FBGN0039085	1764
FBTR0304362_DF_NRG	23
FBGN0051436	1402
FBGN0037703	3186
FBGN0039128	1029
FBGN0266181	2669
FBTR0472811_DF_NRG	23
FBGN0040208	2662
FBTI0059724	1258
FBTI0060426	47
FBTI0019390	7491
FBGN0266405	254
FBGN0039252	2853
FBTI0019384	7417
RR48318_TRANSPOSABLE_ELEMENT	4718
FBGN0038654	875
FBTI0019393	434
FBGN0004369	9139
FBGN0039438	807
FBGN0000591	769
FBTI0019364	5145
FBGN0014869	1136
FBGN0262167	5610
FBGN0051460	717
FBGN0002632	1137
FBGN0039145	702
FBTI0019376	1436
FBGN0037978	2652
RR48388_TRANSPOSABLE_ELEMENT	7470
FBGN0037359	1080
FBGN0038211	1713
FBTI0063825	187
FBGN0037420	679
FBGN0266256	1334
FBGN0039488	1556
FBGN0038181	4318
FBGN0039234	2906
FBGN0051071	72
FBGN0039747	3527
FBTI0020296	356
FBGN0038202	3476
FBGN0038597	2901
FBGN0037415	1135
FBGN0038237	6535
FBGN0010113	15063
FBGN0039743	2042
FBGN0038083	1667
FBGN0038972	893
FBGN0027620	5079
FBGN0039371	970
FBGN0039170	1516
FBGN0039759	1467
FBGN0051467	1694
FBTR0445452_DF_NRG	22
FBTI0061901	38
FBGN0267122	935
FBGN0002441	5398
FBGN0265146	452
FBGN0014141	9428
FBGN0038251	1548
FBTI0061829	932
FBGN0025457	1362
FBGN0037970	1086
FBGN0037653	1575
FBGN0266371	1202
FBTI0063107	69
FBGN0263651	897
FBTI0020375	421
FBGN0038190	1685
FBGN0051418	717
FBGN0051265	909
FBGN0038315	1759
FBTI0062504	284
FBGN0004185	164
FBGN0038261	1999
FBTI0019341	3787
FBGN0063261	594
FBGN0038150	1319
FBGN0039593	1214
FBGN0038391	3493
FBTI0060455	108
FBTI0062885	29
FBTI0063789	94
FBGN0039321	1594
FBGN0266227	2517
FBGN0051198	3019
FBGN0026399	1404
FBGN0039645	4472
FBGN0039187	5299
FBGN0037304	1992
FBGN0037913	2302
FBGN0039367	1958
FBGN0082978	133
FBGN0039079	1638
FBGN0086664	144
FBGN0264829	985
FBGN0261552	13660
FBGN0051294	877
FBGN0038897	3063
FBGN0037836	8671
FBGN0266581	2958
FBGN0266393	427
FBGN0037856	3180
FBGN0038947	1815
FBGN0267650	2658
FBGN0039849	1732
FBTR0304170_DF_NRG	22
FBGN0016123	2412
FBGN0038318	2416
FBGN0015032	1906
FBGN0039559	4589
FBGN0264426	633
FBGN0037370	1190
FBGN0038691	1060
FBGN0037835	740
FBGN0027493	1951
FBGN0267956	1044
FBGN0010015	3064
FBGN0261053	7321
FBGN0037801	3197
FBGN0051130	84
FBTI0063833	33
FBGN0267563	311
FBGN0051451	1563
FBGN0038256	2646
FBGN0038549	1706
FBGN0004087	662
FBTI0061732	118
FBGN0053339	1018
FBGN0011282	817
FBGN0051578	72
FBGN0038613	2728
FBGN0037472	1532
FBGN0026162	73
FBGN0260962	3881
FBGN0037684	1727
FBGN0038722	1820
FBGN0015574	1836
FBGN0039777	913
FBTI0061835	58
FBGN0261356	1126
FBGN0051475	2688
FBGN0039738	3394
FBGN0039381	2985
FBGN0051459	1014
FBGN0051068	2419
FBTI0019289	943
FBGN0037250	1687
FBTI0059899	71
FBGN0051155	759
FBGN0038750	1917
FBGN0027526	1202
FBGN0039271	836
FBGN0038749	949
FBGN0037607	2748
FBGN0037550	883
FBTI0019391	7409
FBGN0038693	10179
FBGN0266448	1925
FBGN0037974	1147
FBGN0038877	2124
FBGN0039766	664
FBGN0038106	1249
FBGN0003275	541
FBTI0062172	30
FBGN0051215	73
FBGN0262459	99
FBTI0059879	310
FBTI0063818	150
FBGN0085312	567
FBGN0262722	245
FBGN0038045	1194
FBGN0037408	3214
FBGN0038407	2126
FBGN0039644	5031
FBGN0037819	1165
FBGN0259831	588
FBGN0037235	1392
FBGN0261060	329
FBTI0059877	63
FBGN0259237	2786
FBGN0038923	751
FBGN0042710	1569
FBTI0061921	31
FBGN0037843	1503
FBTI0059783	51
FBGN0053208	16335
FBGN0087012	5410
FBGN0038978	553
FBGN0051547	3963
FBGN0051391	1704
FBGN0040575	462
FBGN0039154	712
FBTI0063112	115
FBGN0038918	1776
FBGN0038805	1242
FBGN0038481	1088
FBGN0051301	1520
FBGN0260722	1968
FBGN0262538	722
FBGN0038198	922
FBGN0039296	1831
FBGN0039344	1758
FBGN0037310	785
FBGN0038435	2494
FBGN0286915	135
FBGN0037683	1282
FBTI0063716	55
FBGN0000276	339
FBGN0037371	3986
FBGN0037345	831
FBGN0270925	4089
FBGN0037614	2812
FBGN0037525	7157
FBTR0304511_DF_NRG	22
FBGN0038046	1365
FBGN0262542	394
FBGN0266235	1225
FBGN0266702	649
FBGN0038761	932
FBTI0062095	434
FBGN0051576	73
FBGN0038536	1046
FBGN0037330	1122
FBGN0038348	3950
FBGN0259685	8144
FBGN0051089	1408
FBGN0038946	1169
FBGN0037533	2371
FBGN0037712	2734
FBGN0037487	4222
FBTI0019423	363
FBGN0038953	3665
FBGN0051390	901
FBGN0053483	788
FBGN0038627	1207
FBGN0051528	1228
FBGN0027583	1250
FBGN0267202	300
FBGN0010040	725
FBTI0062914	196
FBGN0039632	3325
FBGN0037442	3766
FBGN0054024	535
FBGN0004103	2203
FBGN0039702	1531
FBGN0266416	779
FBGN0037563	1122
FBGN0026059	11176
FBGN0039683	2350
FBGN0259233	5302
FBGN0265167	594
FBGN0261583	408
FBGN0046756	1393
FBGN0039521	615
FBGN0039125	1978
FBGN0038467	2341
FBGN0010926	4315
FBGN0038387	967
FBGN0037244	1178
FBGN0037979	4040
FBGN0053105	3554
FBGN0082979	135
FBGN0051485	73
FBGN0001281	569
FBGN0267366	1097
FBGN0038225	1037
FBGN0015591	1459
FBTR0472810_DF_NRG	23
FBGN0037428	1270
FBGN0038339	4659
FBTR0309635_DF_NRG	21
FBGN0011945	72
FBGN0037613	3024
FBTR0445482_DF_NRG	22
FBGN0051262	2341
FBGN0040528	1542
FBGN0051183	5256
FBGN0014029	1688
FBTI0062057	67
FBGN0013949	2135
FBGN0037504	911
FBGN0039778	933
FBGN0037941	3469
FBGN0267758	5069
FBGN0267569	892
FBGN0267562	625
FBGN0023179	3991
FBGN0051104	1382
FBGN0046258	1894
FBGN0038095	1716
FBGN0039202	1201
FBGN0038723	1250
FBGN0039739	304
FBTR0309591_DF_NRG	21
FBGN0022359	1346
FBGN0004783	765
FBGN0037936	1439
FBGN0038109	1113
FBGN0265166	557
FBTI0059903	105
RR48350_TRANSPOSABLE_ELEMENT	4622
FBGN0051251	1060
FBGN0264903	281
FBGN0039113	2262
FBGN0038277	951
FBGN0284229	1886
FBGN0038706	1421
FBGN0265169	879
FBGN0262473	5198
FBGN0259222	4229
FBGN0267209	521
FBGN0016120	950
FBGN0083974	748
FBGN0037853	1642
FBGN0002863	243
FBGN0262974	556
FBGN0038606	5268
FBTI0019464	2397
FBTI0019317	140
FBGN0039768	2203
FBGN0039869	704
FBGN0026565	1456
FBTI0061856	410
FBGN0039437	1066
FBGN0038266	1695
FBGN0065087	59
FBGN0037723	1705
FBTI0019359	1094
FBGN0264741	1159
FBGN0051464	741
FBGN0266698	1137
FBGN0037828	681
FBGN0259730	1540
FBGN0265041	504
FBGN0038426	491
FBGN0037719	1535
FBGN0038002	935
FBGN0039058	1233
FBGN0027508	5486
FBGN0003205	1958
FBGN0261817	359
FBGN0002772	1414
FBGN0027497	3777
FBGN0044809	573
FBGN0037462	921
FBGN0038941	1178
FBGN0053631	588
FBGN0267575	428
FBGN0039454	984
FBGN0265203	647
FBGN0265165	289
FBGN0038471	1102
FBTI0019419	1728
FBTI0019430	4516
FBGN0051144	559
FBGN0024833	1755
FBGN0014879	1169
FBGN0267139	505
FBGN0038685	987
FBGN0039420	3893
FBGN0039210	2094
FBGN0285966	155
FBGN0262839	781
FBGN0039055	3473
FBGN0039519	4171
FBGN0024330	2121
FBGN0038590	1666
FBGN0278604	3190
FBGN0024944	5533
FBGN0038431	929
FBGN0039439	840
FBTI0060911	41
FBGN0038798	1234
FBGN0261015	9951
FBTI0019437	323
FBGN0039189	1676
FBGN0054041	1797
FBGN0266735	952
FBGN0038718	1716
FBTR0304320_DF_NRG	22
FBGN0002868	700
FBGN0065098	382
FBGN0263550	55
FBGN0051352	4280
FBGN0051419	774
FBGN0014135	4559
RR48364_TRANSPOSABLE_ELEMENT	5249
FBGN0086663	140
FBGN0038902	909
FBGN0037572	910
FBTI0063293	513
FBGN0038208	3292
FBGN0038919	1800
FBGN0267127	1740
FBGN0039642	1087
FBGN0037824	487
FBGN0039201	2622
FBTI0020345	612
FBTI0019375	7441
FBGN0039784	1752
FBGN0263547	129
FBTI0061578	172
FBGN0265189	1826
FBGN0267205	704
FBGN0266719	4312
FBGN0000166	2536
FBGN0283438	3052
FBGN0039680	4301
FBGN0051445	3221
FBGN0053329	1681
FBGN0267145	753
FBGN0037901	1947
FBGN0038482	925
FBGN0082954	144
FBGN0039664	1916
FBGN0039427	1392
FBGN0267124	492
FBGN0038345	1019
FBGN0022338	1393
FBGN0285959	367
FBGN0039056	3527
FBGN0051370	1408
FBGN0260645	376
FBTI0062499	54
FBGN0022800	2939
FBGN0267160	2914
FBGN0037501	1935
FBGN0003479	1342
FBGN0051300	1474
FBGN0028471	3490
FBGN0261847	511
FBGN0051326	1761
FBGN0038110	1318
FBTI0019369	2732
FBGN0037975	1187
FBTI0063106	98
FBGN0085328	799
FBGN0039316	1415
FBGN0037455	1358
FBGN0037571	935
FBGN0264495	11749
FBGN0019828	1210
FBGN0037726	14650
FBTI0061964	69
FBGN0013576	13741
FBGN0267448	994
FBGN0038730	1724
FBGN0011270	1085
FBGN0038401	2396
FBGN0037761	990
FBGN0019972	1927
FBGN0267137	703
FBGN0264005	3384
FBGN0044511	475
FBTI0061923	233
FBGN0002962	2349
FBGN0266539	1660
FBGN0038087	3196
FBGN0261393	2490
FBGN0037606	2796
FBGN0037632	1964
FBGN0038054	733
FBGN0028381	1111
FBGN0051165	82
FBGN0051080	920
FBGN0010803	1683
FBGN0037730	2062
FBGN0038565	1549
FBGN0039633	12599
FBGN0065099	444
FBTR0304260_DF_NRG	23
FBGN0039110	1770
FBTI0061925	226
RR48325_TRANSPOSABLE_ELEMENT	4705
FBGN0038887	2733
FBGN0003867	2059
FBGN0267754	369
FBGN0052944	3175
FBGN0039558	1007
FBTI0062134	61
FBGN0037296	1319
FBGN0004618	3399
FBGN0038013	1212
FBGN0085334	300
FBGN0066101	6638
FBGN0039169	3490
FBGN0003862	14052
FBGN0038840	3640
FBGN0264790	820
FBTI0064266	440
FBGN0259113	4624
FBGN0004554	604
FBTI0061677	82
FBGN0004862	1449
FBGN0039580	2545
FBGN0002783	3983
FBGN0250746	1215
FBGN0011963	73
FBGN0266578	1226
RR42049_TRANSPOSABLE_ELEMENT	4714
FBGN0037822	1507
FBGN0038508	710
FBGN0264831	1383
FBGN0051231	2241
FBTI0059706	8107
FBGN0015351	1177
FBGN0263662	1368
FBGN0039203	1021
FBTI0063697	57
FBGN0263520	115
FBTR0309682_DF_NRG	23
FBTI0061860	429
FBTI0063208	70
FBGN0004587	4313
FBGN0000039	2387
FBGN0002633	982
FBGN0086346	2892
FBGN0267922	649
FBGN0037422	1518
FBGN0039013	1531
FBGN0037792	3504
FBGN0039882	2158
FBGN0266740	1264
FBGN0262448	100
FBGN0039621	625
FBGN0264898	351
FBGN0262614	15772
FBGN0000416	3527
FBGN0039451	4175
FBGN0042213	615
FBGN0010750	2040
FBTI0062191	30
FBTI0061701	109
FBTI0062164	30
FBGN0011740	4002
FBGN0037877	1909
FBGN0039308	2944
FBGN0038826	11225
FBGN0051118	1416
FBTR0309732_DF_NRG	22
FBTI0063788	48
FBGN0039430	3002
FBGN0039479	2628
FBGN0038682	1344
FBGN0039084	4025
FBGN0039675	1662
FBGN0038018	1014
FBTI0062874	628
FBGN0038929	1189
FBGN0267192	395
FBGN0038950	1165
FBTI0063366	393
FBGN0038720	4343
FBGN0051008	529
FBGN0267239	1007
FBGN0003882	2006
FBGN0039647	4726
FBGN0086055	85
FBTI0061711	106
FBGN0263624	356
FBGN0037431	706
FBGN0001149	843
FBGN0083949	8500
FBGN0267713	636
FBGN0267567	481
FBGN0067783	2265
FBGN0038400	2392
FBGN0266248	1946
RR48371_TRANSPOSABLE_ELEMENT	6997
RR48386_TRANSPOSABLE_ELEMENT	7357
FBGN0037782	661
FBGN0266743	572
FBGN0267450	732
FBTI0020381	1436
FBTI0019377	3701
FBGN0038167	2627
FBGN0038290	1428
FBGN0038788	2285
FBTI0063836	90
FBGN0037521	3935
FBGN0264325	1493
FBGN0019960	3000
FBGN0259244	7112
FBGN0004509	9128
FBGN0039373	680
FBTI0062502	155
FBGN0037710	1589
FBGN0038542	5491
FBGN0046247	1887
FBGN0263477	159
FBGN0037831	4087
FBGN0266406	5273
FBGN0086610	660
FBGN0037465	1796
FBGN0003312	1773
FBGN0259736	5689
FBGN0037772	2299
FBTI0062578	121
FBGN0261287	1842
FBGN0266240	601
FBGN0267756	681
FBGN0086608	1233
FBGN0267788	299
FBTI0020355	420
FBGN0038784	829
FBGN0038916	836
FBGN0038767	1525
FBGN0005596	4239
FBGN0039386	951
FBGN0037315	2821
FBGN0020235	1460
FBGN0265159	1853
FBGN0039158	1373
FBGN0038830	670
FBTI0019452	442
FBGN0260944	1528
FBTI0059722	1238
FBGN0086051	75
FBGN0039107	1484
FBTI0019392	363
FBGN0051439	2796
FBGN0039620	2274
FBGN0039443	810
FBGN0037937	836
FBGN0040554	1940
FBGN0085454	1754
FBTI0062459	124
FBGN0039266	2533
FBGN0039639	604
FBGN0262411	95
FBGN0261929	6333
FBGN0039532	2427
FBGN0039710	2535
FBGN0037757	3515
FBGN0037295	2922
FBGN0038218	956
FBGN0085466	876
FBGN0038876	1227
FBGN0037260	1785
FBGN0262388	100
FBGN0037899	773
FBGN0053534	73
FBTI0063795	45
FBGN0039867	1407
FBTI0061700	36
FBGN0053213	1279
FBGN0261290	582
FBGN0038146	2939
FBGN0039625	1349
FBGN0051204	1634
FBTI0062423	3669
FBTI0020391	7386
FBGN0267789	995
FBGN0038240	506
FBTI0062242	102
FBGN0266615	310
FBGN0038089	1095
FBTR0304478_DF_NRG	23
FBGN0038880	5029
FBGN0267719	345
FBGN0037754	3500
FBGN0260005	4367
FBGN0026250	1720
FBGN0264906	558
FBGN0039042	672
FBTI0063162	264
FBGN0037660	1882
FBGN0038944	1413
FBGN0037878	1372
FBGN0053547	14257
FBGN0041224	1311
FBGN0011994	74
FBTI0019470	4708
FBTI0019281	5518
FBGN0037449	1167
FBGN0037356	1424
FBGN0037447	2580
FBGN0038796	979
FBGN0038738	1877
FBGN0038655	1032
FBGN0038816	8022
FBGN0038458	494
FBGN0004908	656
FBGN0085311	675
FBGN0263740	2203
FBGN0286741	628
FBGN0038474	729
FBTI0019463	8208
FBGN0259704	1498
FBGN0005659	3522
FBGN0015019	2165
FBGN0265067	1078
FBGN0263351	2025
FBGN0051374	3720
FBGN0267757	537
FBGN0267769	633
FBTI0064303	64
FBGN0000083	2073
FBGN0262144	368
FBGN0039214	13438
FBTI0020314	279
FBGN0262869	9719
FBTI0019346	186
FBGN0011481	5521
FBGN0038463	1979
FBGN0261434	1567
FBGN0263625	339
FBGN0038439	6918
FBGN0010772	3325
FBGN0038180	2122
FBGN0037427	4068
FBGN0262897	1083
FBGN0004666	3547
FBTR0304463_DF_NRG	22
FBGN0037341	1669
FBGN0037841	866
FBTI0019435	9102
FBGN0038082	1710
FBGN0262457	64
FBGN0267211	1101
FBGN0014380	1412
FBGN0011666	11500
FBGN0051088	628
FBGN0263650	500
FBGN0266745	437
FBGN0038735	2767
FBGN0267400	1020
FBGN0262405	143
FBGN0039356	719
FBGN0038917	2843
FBGN0267698	5973
FBGN0039323	1435
FBTI0019459	1406
FBGN0037583	2146
FBGN0038446	442
FBGN0020556	3488
FBGN0038631	693
FBGN0262955	4060
FBGN0038429	1754
FBGN0261843	4377
FBGN0040524	830
FBGN0014018	3499
FBTI0059789	490
FBGN0039629	1118
FBGN0259975	396
FBGN0037875	2003
FBGN0266673	2380
FBGN0038068	1330
FBGN0260229	1420
RR48319_TRANSPOSABLE_ELEMENT	7611
FBGN0026380	914
FBGN0037483	2081
FBTI0019306	186
FBGN0004898	1088
FBGN0038114	1418
FBGN0038787	3569
FBGN0038159	1026
FBGN0038708	1188
FBGN0038281	784
FBGN0263653	598
FBGN0266177	3725
FBTI0019387	6133
FBGN0051457	1342
FBGN0037619	1328
FBGN0039117	4332
FBGN0037421	1454
FBGN0086370	2372
FBGN0037750	2184
FBGN0038205	2683
FBTI0020307	1622
FBTR0472721_DF_NRG	21
FBGN0010877	3531
FBTI0019409	428
FBGN0263408	1332
FBGN0266668	2246
FBGN0039407	1069
FBTI0063079	889
FBGN0053784	552
FBGN0051406	1010
FBGN0039489	1526
FBTI0062584	950
FBGN0037609	1021
FBGN0003720	1965
FBGN0037796	2507
FBGN0039760	1649
FBGN0039288	937
FBGN0266195	2089
FBGN0000504	9053
FBGN0051423	1815
FBGN0259974	685
FBTR0445470_DF_NRG	22
FBGN0260793	8905
FBGN0039066	2869
FBGN0038974	1253
FBGN0039742	1032
FBTI0063291	84
FBGN0263596	225
FBTI0019441	8526
FBGN0010043	756
FBGN0037419	1755
FBGN0037637	955
FBGN0051166	82
FBGN0039688	7696
FBGN0051549	1130
FBGN0051278	883
FBGN0037460	830
FBGN0039504	919
FBTI0060858	62
FBGN0000659	4289
FBGN0038349	4562
FBGN0263451	1097
FBGN0038888	751
FBGN0038694	974
FBGN0265314	919
FBGN0038129	2318
FBGN0038766	1220
FBGN0038868	1090
FBTI0062173	569
FBTI0059754	3188
FBGN0015778	5711
FBGN0038122	795
FBGN0051103	1621
FBGN0046214	1773
FBGN0037389	777
FBGN0002862	623
FBGN0083966	974
FBTI0062078	66
FBGN0046696	299
FBGN0038527	464
FBGN0039355	1513
FBTI0061892	295
FBGN0051324	3925
FBGN0037454	1363
FBTI0063917	162
FBGN0039034	1152
FBTR0472735_DF_NRG	23
RR45929_TRANSPOSABLE_ELEMENT	1719
FBGN0037677	857
FBGN0039257	10448
FBGN0267551	642
FBGN0011715	1335
FBGN0037716	3125
FBGN0051561	1061
FBGN0028708	1463
FBGN0038890	5037
FBGN0051407	900
FBTI0062141	29
FBGN0039694	1180
FBGN0037648	1733
FBGN0040076	1336
FBGN0037569	1063
FBGN0037584	1069
FBGN0067628	1284
FBGN0039402	1248
FBGN0039156	2008
FBGN0024958	2882
FBGN0085812	614
FBGN0067317	622
FBTI0060447	211
FBGN0004359	2449
FBGN0243514	3301
FBGN0037707	1370
FBGN0037664	2330
FBGN0261452	119
FBGN0039566	3123
FBGN0024222	2488
FBTR0445451_DF_NRG	20
RR48336_TRANSPOSABLE_ELEMENT	5115
FBGN0053929	423
FBGN0037488	1472
FBGN0038445	1644
FBGN0037500	756
FBGN0003499	8113
FBGN0037561	1954
FBGN0038151	1571
FBTI0062486	49
FBGN0038879	495
FBGN0039102	1267
FBGN0038683	2948
FBGN0266245	889
FBGN0267212	636
FBGN0038420	1086
FBGN0039111	1068
FBGN0263834	675
FBGN0284226	3202
FBGN0259193	1782
FBTI0020317	7189
FBTI0062083	362
FBGN0261857	510
FBTI0063773	149
FBGN0039137	3259
FBGN0011581	1178
FBGN0260741	1870
FBGN0039120	6846
FBGN0267959	499
FBGN0038943	782
FBGN0262577	319
FBGN0039783	1782
FBGN0051453	2108
FBGN0287211	587
FBGN0260003	21204
FBGN0086378	1290
FBGN0265160	657
FBGN0038810	2149
FBTI0020321	7881
FBGN0051432	72
FBTI0019354	7475
FBGN0051562	1175
FBGN0039449	2101
FBTI0062391	278
FBGN0038672	1456
FBGN0037470	2003
FBTI0061704	612
FBGN0028476	5004
FBGN0261285	4134
FBGN0040531	455
FBGN0020496	6448
FBGN0261714	2853
FBGN0025825	1660
FBGN0039581	3893
FBGN0039528	5800
FBTI0061678	651
FBGN0011336	2703
FBGN0037552	1778
FBGN0046222	2798
FBGN0263623	704
FBGN0038124	920
FBGN0039689	1048
FBGN0037581	1581
FBGN0260713	363
FBGN0265425	503
FBGN0029503	1241
FBGN0016061	11723
FBGN0286930	1323
FBGN0027930	1525
FBGN0051363	2522
FBGN0267730	2817
FBGN0085327	548
FBGN0000047	1595
FBTR0472823_DF_NRG	21
FBGN0262975	9178
FBTI0062597	306
FBGN0267711	547
FBGN0039165	2810
FBTI0019440	7553
FBGN0262540	310
FBGN0038551	1645
FBGN0267948	342
FBGN0051266	993
FBGN0263411	353
FBGN0038539	654
FBTR0304322_DF_NRG	21
FBGN0024841	725
FBGN0261814	623
FBTI0059762	9151
FBGN0267748	789
FBGN0262613	602
FBTI0019327	1292
FBGN0267115	698
FBGN0038252	1279
FBGN0262605	451
FBGN0008651	2744
FBGN0039676	1779
FBGN0053512	2994
FBGN0260940	941
FBGN0262105	680
FBGN0037880	1409
FBGN0000064	3809
FBGN0000094	373
FBGN0267790	2358
FBGN0037874	1652
FBTI0019378	129
FBGN0267154	507
FBGN0039623	3224
FBGN0053654	507
FBGN0267780	655
FBGN0042094	1522
FBTI0063114	141
FBGN0051098	1487
FBGN0038488	3792
FBTI0019427	185
FBTI0019343	7412
FBGN0038009	411
FBGN0051281	1491
FBTI0063224	410
FBGN0037940	696
FBGN0037372	1335
FBGN0011476	627
FBGN0086662	143
FBGN0038928	1163
FBGN0085404	2266
FBGN0062411	1031
FBTI0063800	281
FBGN0020910	2231
FBGN0037612	2229
FBGN0038646	823
FBGN0027578	2323
FBGN0265065	744
FBGN0011965	73
FBGN0267203	460
FBGN0038746	1150
FBTI0062171	90
FBTI0060834	494
FBGN0038260	1973
FBGN0263620	1359
FBGN0011596	2391
FBGN0039126	1091
FBGN0039078	5842
FBGN0046886	1227
FBGN0263768	1241
FBGN0266302	499
FBGN0046873	887
FBGN0266409	3708
