Symbol	GSM6160812	GSM6160813	GSM6160814	GSM6160821	GSM6160822	GSM6160823
RNU11	0	1	1	0	0	0
GMEB1	555	510	484	650	574	617
YTHDF2	3192	3082	3204	3097	3405	3265
OPRD1	17	16	2	23	18	14
EPB41	1301	1269	1148	1424	1447	1473
TMEM200B	101	115	123	120	112	95
SRSF4	1882	1918	1947	1412	1526	1384
MECR	518	550	552	651	502	493
PTPRU	2236	2108	2119	1961	1825	1847
LINC01756	2	0	0	0	0	0
LOC107984933	0	0	0	0	2	0
LOC107984934	0	0	0	0	0	0
LINC01648	0	0	0	0	0	0
LOC105378617	0	0	0	0	0	0
LOC105378618	0	0	0	0	0	0
MATN1	11	9	6	16	13	5
MATN1-AS1	41	50	22	24	47	32
LAPTM5	24	20	32	55	64	44
MIR4420	0	0	0	0	0	0
LOC105378620	0	0	0	0	1	0
LOC105378621	0	0	0	0	0	0
LINC01778	4	4	4	8	9	13
LOC400748	0	0	0	0	0	0
SDC3	1313	1205	1220	1352	1361	1456
PUM1	4163	4093	3803	4281	4507	4314
SNORD103A	4	5	11	5	4	4
SNORD103B	5	5	6	6	8	5
SNORD103C	0	0	0	2	0	0
LOC107984935	7	3	9	3	8	7
NKAIN1	20	32	21	56	73	61
SNRNP40	1341	1458	1459	1291	1416	1401
ZCCHC17	795	782	758	665	648	683
FABP3	8	14	12	9	13	18
LOC105378623	0	0	0	0	0	0
LOC107985470	0	0	1	0	0	0
SERINC2	1970	2014	2179	2545	2615	2315
LOC105378625	4	0	0	0	0	1
LOC105379772	0	0	0	0	0	0
LDC1P	2	0	0	0	0	0
LINC01226	0	0	0	0	0	0
LOC105378626	5	12	4	9	8	10
TINAGL1	2	7	2	9	0	2
HCRTR1	127	143	151	145	138	135
PEF1	2032	2212	2099	1917	1904	1797
PEF1-AS1	48	58	41	47	42	45
LOC105378628	0	5	0	6	0	0
COL16A1	304	311	331	510	526	543
LOC101929444	8	12	6	3	10	16
ADGRB2	699	672	625	591	624	567
MIR4254	0	1	0	1	1	0
SPOCD1	35	24	23	79	77	64
PTP4A2	11657	11475	11909	9466	9837	9349
KHDRBS1	9187	8921	9120	9490	9937	9734
TMEM39B	438	520	510	464	560	488
MIR5585	0	0	0	0	0	0
KPNA6	3541	3262	3280	3119	3291	3184
TXLNA	2823	2825	2757	2790	2821	2956
CCDC28B	61	58	64	44	60	43
TMEM234	206	201	274	232	324	259
IQCC	109	135	133	117	112	116
DCDC2B	26	30	29	42	42	35
EIF3I	8148	8676	8590	7988	7984	8169
MTMR9LP	121	90	85	101	104	73
FAM167B	44	45	38	63	44	36
LCK	0	0	2	2	0	3
HDAC1	4077	3855	3900	3575	3653	3511
MARCKSL1	4040	4343	4212	4897	4793	4664
LOC105378629	2	2	1	1	0	2
TSSK3	145	164	158	134	146	142
FAM229A	59	70	33	46	52	46
BSDC1	1263	1299	1240	1480	1380	1430
ZBTB8B	1	7	0	0	0	0
ZBTB8A	392	318	315	417	452	495
LOC102723870	13	17	8	3	9	12
ZBTB8OS	714	591	668	535	536	588
RBBP4	4887	4958	5012	4479	4683	4808
SYNC	1414	1521	1476	1410	1428	1382
KIAA1522	5133	5186	5061	5171	5159	4842
YARS1	3947	4131	4167	4188	4291	4375
S100PBP	964	834	1033	1004	1059	1176
FNDC5	6	12	12	38	36	55
LOC105378631	0	0	2	0	0	0
HPCA	22	11	32	27	33	26
TMEM54	771	804	909	863	895	792
LOC105378632	2	3	2	2	5	3
RNF19B	1047	1107	1028	1744	1832	1789
AK2	4780	4790	4868	4819	4839	4822
LOC105378635	0	0	0	2	0	0
AZIN2	42	33	66	78	85	52
LOC112268224	0	2	0	2	0	1
TRIM62	189	186	231	297	291	248
ZNF362	704	776	782	1130	1117	1098
A3GALT2	1	0	2	3	1	1
PHC2	2426	2674	2408	5384	5189	5026
MIR3605	55	63	60	140	124	115
PHC2-AS1	3	5	2	2	0	2
ZSCAN20	188	167	158	225	262	272
CSMD2	0	0	1	2	8	3
LOC105378638	0	0	0	0	0	0
HMGB4	0	0	0	0	0	0
CSMD2-AS1	0	0	0	0	0	0
C1orf94	0	0	0	0	0	0
LOC105378639	0	0	0	0	0	0
LOC105378640	0	0	0	0	0	0
LOC105378641	0	0	0	0	0	0
MIR552	0	0	0	0	0	0
LOC105378642	1	2	0	1	0	0
GJB5	7	21	3	2	6	6
GJB4	22	15	25	2	5	10
GJB3	100	100	114	129	126	107
GJA4	0	0	0	0	0	0
SMIM12	1173	1112	1127	1218	1330	1277
DLGAP3	11	10	13	1	16	4
GPR199P	21	34	27	36	21	44
TMEM35B	453	439	430	415	397	464
ZMYM6	504	510	539	517	576	537
ZMYM1	762	726	681	671	759	745
LOC105378644	2	0	0	0	0	0
SFPQ	11320	10939	10747	11859	12432	12073
ZMYM4	2432	2248	2115	1820	2033	2012
ZMYM4-AS1	32	18	24	25	30	34
KIAA0319L	2954	2579	2608	2245	2206	2221
NCDN	982	1014	1016	997	1039	1002
TFAP2E	24	28	21	28	18	18
TFAP2E-AS1	5	4	1	1	0	2
PSMB2	5738	6042	6243	5800	5970	5790
LOC105378646	0	0	0	0	0	0
C1orf216	744	675	740	707	709	697
CLSPN	1361	1151	1275	958	1138	1092
AGO4	432	411	362	653	621	659
AGO1	1499	1455	1284	1215	1300	1173
AGO3	774	711	749	752	705	728
LOC105378647	0	0	0	0	0	0
TEKT2	0	0	2	0	1	0
ADPRS	664	728	645	750	706	689
COL8A2	6	4	10	5	0	2
TRAPPC3	1641	1715	1608	1509	1413	1469
MAP7D1	3342	3586	3549	5866	5950	5293
THRAP3	6307	6173	6045	5880	6124	6357
SH3D21	34	55	48	37	55	42
EVA1B	263	313	235	378	330	333
STK40	412	356	431	451	496	447
LSM10	792	732	838	670	730	688
OSCP1	189	198	240	283	234	226
SNORA63C	1	0	1	0	1	0
LOC107984940	0	0	2	0	0	0
MRPS15	2521	2439	2403	2259	2345	2484
CSF3R	0	2	0	14	10	8
LOC107984941	0	0	0	0	0	0
LOC105378648	0	0	0	0	0	0
GRIK3	0	0	0	2	0	0
MIR4255	0	0	0	0	0	0
LOC107984942	4	2	2	7	0	0
ZC3H12A-DT	659	664	677	1082	1069	1112
ZC3H12A	1226	1258	1249	1880	1759	1504
MIR6732	8	8	8	21	9	11
MEAF6	1436	1584	1515	1394	1438	1361
MIR5581	6	0	0	4	0	5
LOC105378649	33	30	28	36	48	51
SNIP1	457	457	485	524	600	664
DNALI1	13	7	15	17	11	11
GNL2	1815	1767	1696	2004	1981	2022
RSPO1	4	0	0	0	0	0
C1orf109	683	610	609	669	738	739
CDCA8	1719	1805	1837	1750	1853	1992
EPHA10	116	93	98	135	132	114
LOC105378650	0	0	0	0	0	0
MANEAL	1530	1663	1630	1478	1530	1595
YRDC	943	1032	1097	933	1047	997
C1orf122	1220	1316	1339	1196	1212	1052
MTF1	697	697	689	859	853	856
INPP5B	385	370	390	291	359	343
LOC105378651	4	3	5	7	7	10
SF3A3	3565	3681	3776	3112	3289	3422
FHL3	167	174	179	829	723	704
UTP11	1332	1490	1393	1294	1412	1503
POU3F1	0	0	0	2	0	0
LOC107985103	0	4	0	0	0	0
MIR3659HG	0	0	0	0	0	0
MIR3659	0	0	0	0	0	0
LINC02786	0	0	0	0	0	0
LOC105378654	0	0	0	0	0	0
LINC01343	0	0	0	0	0	0
LOC105378657	0	0	0	0	0	0
LOC107984943	0	0	0	0	0	0
LINC01685	0	0	0	0	0	0
LOC105378658	0	0	0	0	0	0
LOC105378660	0	0	0	0	0	0
RRAGC	1439	1500	1495	1572	1690	1664
GJA9-MYCBP	608	610	656	554	539	573
MYCBP	604	602	649	545	535	565
LOC105378663	1	3	1	0	2	0
GJA9	4	7	7	5	3	3
RHBDL2	108	108	124	61	73	63
LOC105378662	16	16	19	10	8	8
AKIRIN1	2483	2356	2624	2412	2569	2482
NDUFS5	2849	2939	3014	3018	2701	2820
MACF1	8847	7772	7459	7818	8259	8672
KIAA0754	1022	830	601	654	845	763
LOC105378950	4	4	0	5	1	0
BMP8A	161	165	140	147	123	108
OXCT2P1	3	8	6	6	10	5
PPIEL	188	169	200	100	128	120
PABPC4	5019	4988	4970	4755	4963	4530
PABPC4-AS1	557	557	537	474	485	471
SNORA55	10	1	3	1	4	7
HEYL	367	355	305	349	355	347
NT5C1A	0	0	0	0	0	0
HPCAL4	10	4	9	37	40	43
PPIE	1467	1371	1542	1243	1365	1283
BMP8B	626	615	599	698	639	651
OXCT2	3	14	6	6	7	7
BMP8B-AS1	2	0	0	0	0	0
LOC101929536	3	8	9	2	8	2
LOC105378951	8	4	8	6	16	8
LINC02811	1	5	8	8	3	7
LOC105378665	2	4	5	5	2	2
LOC105378667	0	0	0	0	0	0
TRIT1	583	698	605	645	601	533
MYCL	44	49	32	86	101	76
MYCL-AS1	5	2	1	9	5	2
MFSD2A	188	212	167	252	234	250
LOC105378669	6	5	4	11	4	7
CAP1	7152	6992	7104	8032	8198	8424
PPT1	6236	6234	6480	5507	5946	5879
LOC105378671	0	0	0	0	0	0
RLF	847	825	722	829	869	960
TMCO2	0	0	2	0	0	0
ZMPSTE24	4562	4471	4392	4127	4497	4577
COL9A2	6	2	6	0	5	5
LOC107984945	0	0	0	0	0	0
SMAP2	652	663	649	581	583	594
ZFP69B	168	152	177	179	205	218
ZFP69	2	4	0	0	2	0
EXO5-DT	12	11	4	4	9	4
EXO5	161	164	137	125	109	122
ZNF684	75	87	99	88	83	91
LOC105378673	0	0	0	0	0	0
RIMS3	221	189	201	195	165	204
LOC105378675	0	2	2	2	0	4
LOC105378674	0	0	0	0	0	0
NFYC-AS1	115	132	124	128	141	116
NFYC	1295	1331	1392	1425	1446	1444
MIR30E	0	0	0	0	0	0
MIR30C1	0	0	0	0	0	0
KCNQ4	35	47	47	27	35	22
LOC105378676	1	0	0	0	0	0
CITED4	644	742	759	2941	2963	2352
CTPS1	4419	4419	4420	9902	10499	10537
SLFNL1-AS1	76	96	72	167	130	92
SLFNL1	96	85	69	231	276	223
SCMH1	833	887	827	770	782	727
FOXO6	41	33	36	50	51	41
FOXO6-AS1	1	5	9	10	3	5
LOC105378678	12	15	4	27	14	9
EDN2	14	20	9	1	4	0
HIVEP3	196	180	168	309	331	347
GUCA2B	34	39	42	12	12	4
GUCA2A	4	2	2	2	1	2
FOXJ3	2238	2083	2088	1769	1783	2033
RIMKLA	620	605	536	259	306	323
ZMYND12	24	23	29	15	24	37
CCDC30	252	257	246	213	236	239
PPCS	1670	1631	1624	1521	1535	1490
PPIH	655	652	666	744	739	721
YBX1	26466	27069	27823	26216	25517	25093
CLDN19	2	4	0	6	0	2
P3H1	1270	1240	1212	1239	1211	1145
C1orf50	255	280	253	220	209	235
TMEM269-DT	8	0	2	5	2	3
TMEM269	18	24	23	25	4	18
LOC107984946	4	2	5	7	2	4
SVBP	213	237	223	211	205	189
ERMAP	749	652	712	579	475	568
ZNF691	303	301	306	277	267	269
LOC339539	2	0	1	0	2	0
SLC2A1	7886	7881	8068	12194	12523	12428
SLC2A1-DT	20	36	31	20	19	30
FAM183A	11	17	8	8	6	9
EBNA1BP2	4142	4228	4427	4123	3944	4150
MIR6733	2	1	2	1	2	1
CFAP57	35	44	32	34	25	27
LOC105378685	2	2	2	4	0	2
TMEM125	2	0	0	0	0	4
C1orf210	0	0	2	0	0	0
TIE1	0	0	0	0	0	0
MPL	9	20	10	22	11	11
CDC20-DT	45	52	68	64	57	66
CDC20	3174	3509	3511	3851	3861	3838
ELOVL1	4239	4048	4116	4475	4809	4617
MIR6734	5	2	1	4	1	3
LOC112268225	8	15	17	15	15	13
MED8	1068	1055	1070	1039	1007	1045
MED8-AS1	77	96	89	95	78	88
SZT2	1077	1033	922	1045	1046	987
SZT2-AS1	33	31	40	32	45	44
MIR6735	0	0	0	0	1	0
HYI	242	221	239	250	261	229
PTPRF	6030	5798	5706	9281	9551	8710
KDM4A	1368	1331	1187	1416	1406	1512
KDM4A-AS1	112	134	115	122	114	145
ST3GAL3	206	213	188	185	214	154
ST3GAL3-AS1	1	1	1	0	1	1
MIR6079	0	0	0	0	0	0
ARTN	29	21	29	5	14	15
LINC02918	4	6	21	9	21	24
LOC101929609	103	95	85	92	103	84
IPO13	1379	1382	1307	1062	1196	1099
DPH2	1617	1485	1593	1477	1501	1500
ATP6V0B	2276	2291	2480	2715	2647	2473
B4GALT2	1570	1524	1526	1945	1824	1705
CCDC24	278	366	348	348	345	287
SLC6A9	538	537	535	417	427	384
LOC107984948	46	40	58	17	21	31
KLF17	14	12	8	29	33	32
KLF18	0	0	0	0	0	0
DMAP1	715	804	795	821	694	734
ERI3	2065	2077	2006	2088	2256	2284
ERI3-IT1	16	14	11	18	13	15
SNORA110	0	0	0	0	0	0
RNF220	1444	1496	1580	1687	1787	1625
LOC107984951	1	0	0	0	2	0
MIR5584	0	0	0	0	0	0
LOC107984950	400	371	389	408	368	386
TMEM53	225	257	249	259	210	185
SNORD145	1	0	1	0	0	2
ARMH1	28	44	42	27	21	16
LOC105378690	3	3	3	6	4	6
RNU5F-1	0	0	0	0	0	0
RNU5D-1	0	3	1	0	1	0
KIF2C	2265	2188	2108	2887	3182	3209
SNORD160	3	1	2	0	1	3
RPS8	19806	20538	20808	18496	18558	17878
SNORD55	17	12	16	5	20	2
SNORD46	7	6	12	3	8	4
SNORD38A	7	18	21	5	7	3
SNORD38B	13	14	15	12	11	12
BEST4	9	9	10	13	16	14
PLK3	386	415	457	873	770	835
DYNLT4	50	37	35	86	83	70
BTBD19	80	76	71	109	90	102
LOC107984952	27	10	28	18	39	29
PTCH2	34	28	35	28	34	13
EIF2B3	850	800	894	716	773	795
HECTD3	1514	1521	1530	1433	1400	1310
UROD	1329	1293	1283	1297	1213	1288
ZSWIM5	420	423	390	378	406	353
LOC105378691	14	9	10	8	6	11
LINC01144	14	9	6	8	6	11
HPDL	132	173	148	59	55	67
MUTYH	337	382	397	321	359	279
TOE1	544	580	600	456	516	468
TESK2	44	44	35	38	55	35
CCDC163	106	106	112	98	71	80
MMACHC	7654	7717	7782	6641	6729	7166
PRDX1	36350	37429	36672	36408	36237	37239
AKR1A1	2864	2829	2883	2532	2369	2550
NASP	4361	4369	4221	3993	4248	4287
CCDC17	59	41	49	28	27	27
GPBP1L1	1992	2057	1982	2095	2112	2007
RPS15AP10	2	3	2	8	8	2
TMEM69	1071	1030	986	957	954	962
IPP	599	579	463	497	556	483
LOC105378693	0	0	0	0	0	0
MAST2	2667	2657	2647	2679	2799	2647
LOC105378694	0	0	0	0	0	2
P3R3URF-PIK3R3	205	160	176	110	138	132
PIK3R3	252	216	201	125	173	148
LOC101929626	11	4	6	6	2	2
TSPAN1	102	102	87	71	74	73
P3R3URF	0	0	0	0	0	0
POMGNT1	2833	2932	2974	2852	2867	2924
LURAP1	0	0	2	1	0	0
RAD54L	509	510	449	495	522	437
LRRC41	1925	2205	2143	2354	2290	2260
UQCRH	3978	4229	4264	3884	3799	4039
NSUN4	958	1018	844	886	918	925
FAAH	55	82	89	54	57	36
FAAHP1	0	4	2	6	9	7
LINC01398	0	0	0	0	0	4
DMBX1	273	290	321	956	799	830
TMEM275	0	0	0	0	0	0
MKNK1-AS1	104	105	100	94	90	86
KNCN	0	0	0	0	0	0
MKNK1	1056	1033	979	948	928	954
MOB3C	167	182	174	368	333	348
LOC105378697	0	2	0	2	0	1
ATPAF1	2244	2259	2294	1955	2001	1987
TEX38	4	0	0	4	0	6
EFCAB14-AS1	99	77	69	78	96	84
EFCAB14	4188	4136	3878	3955	4165	4308
LOC105378698	6	8	9	6	6	12
LOC105378699	0	0	0	0	0	0
CYP4B1	0	0	2	0	0	0
CYP4Z2P	0	0	0	0	0	0
CYP4A11	0	2	0	0	0	0
CYP4X1	0	3	0	2	0	2
CYP4Z1	0	1	0	0	0	0
CYP4A22	0	0	0	0	0	0
LOC105378701	7	10	5	10	2	6
LINC00853	23	14	22	25	23	13
PDZK1IP1	289	255	238	273	292	226
TAL1	0	0	0	2	4	0
STIL	1765	1623	1544	1487	1568	1631
CMPK1	8027	7741	7608	7164	7316	7632
LINC01389	20	31	20	25	19	26
FOXE3	2	0	2	3	2	0
FOXD2-AS1	65	70	91	51	85	71
FOXD2	78	87	87	67	53	37
LINC01738	0	0	0	0	0	0
TRABD2B	39	49	55	152	174	143
LINC02794	0	0	0	2	0	0
SKINT1L	0	0	0	0	2	0
SLC5A9	20	15	16	3	10	2
SPATA6	161	178	162	127	166	129
AGBL4	2	2	0	0	2	0
BEND5	2	12	7	9	2	11
LOC105378706	0	0	0	0	0	0
AGBL4-AS1	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0
LOC107984954	0	0	0	0	0	0
LOC105378708	0	0	0	0	0	0
ELAVL4	0	0	0	0	0	0
LOC105378709	0	0	0	0	0	0
ELAVL4-AS1	0	0	0	0	0	0
LOC105378711	0	0	0	0	0	0
LOC105378710	0	0	0	0	0	0
LINC02808	0	0	0	0	0	0
DMRTA2	13	8	15	13	26	30
LOC105378714	0	0	3	0	0	0
FAF1	2262	2321	2315	1837	1994	2071
FAF1-AS1	0	0	5	0	5	5
LOC112268262	2	4	1	2	1	3
CDKN2C	1751	2080	1928	1212	1201	1153
MIR4421	0	0	0	0	0	0
MIR6500	0	0	0	0	0	0
C1orf185	0	0	0	0	0	0
LINC01562	0	1	2	6	4	0
RNF11	2272	2283	2234	2798	2845	2958
TTC39A	588	572	611	412	426	398
LOC105378717	0	0	0	0	0	0
TTC39A-AS1	3	2	1	3	3	1
EPS15	1741	1584	1566	1716	1797	1825
EPS15-AS1	0	6	5	0	1	2
CALR4P	0	0	1	0	0	1
LOC105378719	0	0	0	0	0	0
OSBPL9	4150	3770	4007	4054	4339	4231
NRDC	7436	7153	7006	5902	6229	6253
LOC105378721	333	344	322	245	282	286
MIR761	14	19	16	7	7	10
RAB3B	2607	2477	2344	2625	2744	2780
TXNDC12	4116	4096	4379	3597	3736	3732
KTI12	284	307	325	279	263	221
TXNDC12-AS1	4	2	2	1	0	2
BTF3L4	1675	1714	1818	1625	1699	1686
LOC107984956	0	0	0	0	3	0
ZFYVE9	1046	857	932	1021	946	977
CC2D1B	1542	1620	1626	1663	1683	1473
ORC1	1116	1242	1109	983	1059	986
PRPF38A	1308	1165	1236	1094	1123	1147
TUT4	1828	1674	1523	1663	1814	1737
LOC105378723	2	6	5	0	4	3
GPX7	0	0	0	0	0	0
SHISAL2A	0	0	7	2	0	6
COA7	1377	1481	1335	1114	1171	1149
ZYG11B	1848	1717	1543	1534	1530	1674
ZYG11A	160	169	150	177	197	169
ECHDC2	605	536	546	346	364	349
SCP2	3463	3480	3367	2827	2996	2909
PODN	2	4	6	2	0	0
SLC1A7	10	8	4	2	2	6
LOC105378724	1	0	0	2	0	0
CPT2	1059	1170	1206	1029	1225	1248
CZIB	962	1061	983	851	895	938
MAGOH	490	555	556	635	579	617
MAGOH-DT	122	120	117	96	92	86
LRP8	4429	4161	3968	4187	4241	4535
LOC105378728	89	89	80	105	106	101
LOC105378726	122	137	118	164	124	133
LRP8-DT	18	14	16	6	6	7
LOC105378731	13	10	12	8	5	15
LOC105378730	57	38	42	21	19	17
LINC02812	0	0	0	0	0	0
SLC25A3P1	0	0	0	0	0	0
LOC105378733	0	0	0	0	0	0
DMRTB1	0	0	0	0	0	0
GLIS1	8	2	8	14	9	11
NDC1	3874	3609	3441	3095	3287	3412
YIPF1	868	964	911	762	744	692
DIO1	0	6	6	6	8	2
HSPB11	745	769	758	719	739	639
LRRC42	1000	974	972	813	901	876
LDLRAD1	2	0	6	0	0	4
TMEM59	3675	3723	3660	2989	3209	3237
TCEANC2	501	496	499	447	407	401
MIR4781	0	0	0	0	0	0
CDCP2	0	0	0	0	0	0
CYB5RL	475	439	385	342	325	330
MRPL37	3595	3642	3754	4105	4180	3974
SSBP3	865	814	839	1351	1438	1286
SSBP3-AS1	4	6	4	2	11	6
LOC105378735	0	0	0	0	0	0
LINC02784	2	0	0	0	0	0
ACOT11	177	188	144	139	115	142
FAM151A	54	52	30	37	32	36
MROH7-TTC4	571	545	518	601	576	614
MROH7	2	0	0	0	1	0
TTC4	580	556	528	615	579	622
PARS2	269	249	298	268	284	334
TTC22	0	0	0	0	0	0
LEXM	0	0	2	4	1	0
DHCR24	7739	7345	7253	6648	6815	6877
DHCR24-DT	9	10	11	14	12	20
TRK-CTT7-1	0	0	0	0	0	0
LOC105378736	0	0	0	0	0	0
TMEM61	14	17	20	5	8	12
BSND	0	0	0	0	0	0
PCSK9	3872	4077	3985	3134	3058	2818
USP24	3644	3310	3205	3084	3425	3505
LOC100507634	41	17	31	52	36	51
MIR4422HG	0	0	0	0	0	0
MIR4422	0	0	0	0	0	0
LOC105378740	0	0	0	0	0	0
LINC01753	0	0	0	0	0	0
LINC01755	0	0	0	0	0	0
LOC105378737	0	0	0	0	0	0
LOC105378741	0	0	0	0	0	0
LINC01767	4	0	2	0	4	2
PLPP3	974	996	906	797	837	915
LOC101929935	4	2	1	4	4	1
PRKAA2	1363	1199	1184	1878	2153	2226
FYB2	0	2	5	4	2	1
C8A	0	0	0	0	0	0
C8B	0	0	0	0	0	0
LOC105378745	0	0	0	0	0	0
LOC112267900	0	0	0	0	0	0
DAB1	0	0	0	0	0	0
LOC105378748	0	0	0	0	0	0
LOC105378747	0	0	0	0	0	0
DAB1-AS1	0	0	0	0	0	0
LOC105378746	0	0	0	0	0	0
LOC107984960	0	0	0	2	0	0
OMA1	864	818	817	528	608	629
TACSTD2	0	0	0	0	2	0
MYSM1	947	886	770	789	820	992
LOC112268263	0	0	0	0	0	0
LOC105378751	0	0	0	0	0	2
JUN	1449	1783	1778	8184	8159	7884
LINC01135	0	2	1	2	2	0
LOC101926907	20	16	19	21	14	22
LOC107984961	0	0	0	0	0	0
LINC02777	17	20	16	40	47	34
LINC01358	0	0	2	2	0	2
HSD52	2	0	0	0	0	0
FGGY-DT	20	28	12	35	20	16
FGGY	120	133	131	166	140	144
MIR4711	0	0	0	0	0	0
LOC101926944	0	2	0	0	0	0
LOC105378758	0	0	0	0	0	0
HOOK1	327	349	270	230	258	283
CYP2J2	2	0	0	6	2	3
C1orf87	0	0	0	0	0	0
LINC02778	0	0	0	0	0	0
LOC107984963	0	0	0	0	0	0
LOC105378761	0	0	0	0	0	0
LOC107984962	0	0	0	0	0	0
LOC107985379	0	0	0	0	0	0
LINC01748	0	0	0	0	0	0
LOC101926964	0	0	0	0	0	0
LOC105378764	0	0	0	0	0	0
NFIA-AS2	0	0	0	0	0	0
NFIA	1165	1116	1110	808	859	819
NFIA-AS1	0	0	1	0	0	0
LOC105378766	0	0	0	0	0	0
LOC107984964	0	0	0	0	0	0
MGC34796	0	0	0	0	0	0
TM2D1	625	637	685	519	516	602
PATJ	1719	1474	1463	1420	1366	1430
MIR12132	0	4	0	0	0	0
LOC107984965	0	2	0	0	0	1
MIR3116-1	0	0	0	0	0	0
MIR3116-2	0	0	0	0	0	0
L1TD1	0	0	0	0	2	0
KANK4	7	8	8	230	299	252
LOC105378768	0	0	0	0	2	0
USP1	2914	2662	2578	2292	2709	2738
DOCK7	1638	1567	1498	1485	1621	1757
ANGPTL3	0	2	1	0	0	0
ATG4C	654	710	645	482	497	491
LINC01739	0	0	0	0	0	0
LINC00466	2	4	5	2	1	4
LOC105378770	0	0	0	0	0	0
FOXD3-AS1	117	113	135	94	124	76
FOXD3	62	84	87	42	58	58
MIR6068	0	0	0	0	0	0
ALG6	672	684	649	534	491	483
ITGB3BP	1126	1115	1151	879	927	1027
LOC102724319	2	0	0	0	0	2
EFCAB7	371	350	394	249	257	330
DLEU2L	18	7	9	3	5	7
PGM1	2849	2613	2830	2837	2949	2757
LOC105378771	2	2	0	0	3	0
ROR1	1059	1006	980	958	881	947
LOC105378772	0	0	0	0	0	0
ROR1-AS1	0	0	0	0	1	1
LOC105378773	0	2	0	0	2	2
UBE2U	0	0	0	0	0	0
LOC105378774	0	0	0	0	0	0
LOC107984966	0	2	0	3	1	0
CACHD1	170	181	156	340	387	359
MIR4794	0	0	0	0	0	0
RAVER2	1046	1209	1079	1028	1071	1158
JAK1	8672	8326	8086	10887	11356	11197
LINC01359	2	2	2	2	0	1
MIR3671	0	0	0	0	0	3
MIR101-1	0	0	1	0	0	0
AK4	1224	1182	1098	986	1109	995
DNAJC6	509	447	425	794	878	836
LOC102724416	6	6	3	0	2	0
LOC112268227	2	0	0	2	2	0
LEPR	529	551	464	481	505	507
LEPROT	3394	3307	3195	3131	3133	3330
PDE4B	3270	3329	3098	1734	1814	1683
PDE4B-AS1	0	0	0	0	0	0
LOC105378776	0	1	0	0	0	0
SGIP1	0	0	5	5	2	2
MIR3117	0	0	0	0	0	0
DYNLT5	0	0	0	0	0	0
INSL5	0	0	0	0	0	0
DNAI4	93	79	79	52	70	59
MIER1	1680	1559	1616	1493	1533	1414
SLC35D1	950	988	859	1095	1084	1161
C1orf141	0	0	0	0	0	0
IL23R	0	0	0	0	0	0
IL12RB2	9	2	14	1	2	2
LOC105378779	1	5	0	0	0	0
SERBP1	12020	11784	11879	10742	11346	11369
LINC01702	0	0	0	0	0	0
LOC105378780	0	0	0	0	1	0
GADD45A	670	708	775	739	663	789
GNG12	9489	8916	8640	8871	9311	9718
LOC105378781	0	0	2	3	0	0
GNG12-AS1	25	32	29	17	17	17
DIRAS3	17	10	18	19	21	18
WLS	978	857	1011	1094	1074	1157
MIR1262	0	0	0	0	0	0
LOC105378782	0	0	0	0	0	0
RPE65	0	0	0	0	0	0
DEPDC1	2834	2767	2559	2432	2643	2851
DEPDC1-AS1	26	20	19	18	18	18
LOC107984967	0	0	2	0	0	0
LOC105378783	0	0	0	0	0	0
LINC01707	0	0	0	0	0	0
LOC105378787	0	0	0	0	0	0
LINC02791	0	0	0	0	0	0
LINC01758	0	0	0	0	0	0
LOC105378789	0	0	0	0	0	0
LOC105378790	0	0	0	0	0	0
LRRC7	4	2	4	3	5	6
PIN1P1	0	0	0	0	0	0
LRRC7-AS1	0	0	0	0	0	0
LRRC40	1278	1210	1271	1042	1157	1255
SRSF11	4798	4800	4468	4017	4353	4267
ANKRD13C	1027	930	864	958	1017	1001
HHLA3	292	294	278	248	256	247
HHLA3-AS1	7	4	4	8	3	9
CTH	192	168	185	78	124	121
LOC105378793	0	0	0	0	0	0
LOC105378794	0	0	0	0	0	0
LINC01788	0	0	0	0	0	0
LOC102724572	0	0	0	0	0	0
PTGER3	0	2	0	0	2	0
LOC107985517	0	0	0	0	0	0
ZRANB2-AS1	196	176	228	172	157	177
ZRANB2	2159	2179	2163	1812	1867	1844
MIR186	2	2	4	9	5	3
ZRANB2-DT	4	1	2	0	0	0
LOC105378795	0	0	0	0	0	0
NEGR1	0	0	2	2	0	2
NEGR1-IT1	0	0	0	0	0	0
LOC105378797	2	0	0	0	0	0
LOC105378796	0	0	0	1	0	0
LOC105378798	0	0	0	0	0	0
LINC02796	0	0	0	0	0	0
LINC02797	0	0	0	0	0	0
LOC105378800	1	0	0	0	0	0
LINC01360	0	0	0	0	0	0
LOC105378801	0	0	0	0	0	0
LOC107985391	0	0	0	0	0	0
LOC105378802	0	0	0	0	0	0
LINC02238	0	0	0	0	0	0
LRRIQ3	69	44	49	32	40	41
FPGT-TNNI3K	70	58	57	64	82	61
FPGT	780	771	693	569	666	664
TNNI3K	2	6	6	4	6	0
LOC105378805	0	0	0	0	0	0
LRRC53	0	0	0	0	0	0
ERICH3	0	0	0	0	0	0
ERICH3-AS1	0	0	0	0	0	0
CRYZ	5463	5405	5332	4142	4486	4681
TYW3	1178	1189	1181	1091	1066	1104
LHX8	139	102	104	625	662	712
SLC44A5	65	46	42	35	19	40
ACADM	1842	1869	1810	1732	1699	2000
DLSTP1	78	73	69	120	100	123
